,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.7, 'M': 1000, 'theta1': 0.05, 'theta2': 0.6, 'N': 500}",7842.60(0.55),75.91(0.00),52.53(0.06),77.38(0.02),50.00(0.00),19192.61(366.77)
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.03, 'epsilon': 0.001, 'gamma': 0.7, 'M': 1000, 'theta1': 0.05, 'theta2': 0.6, 'N': 500}",7842.80(0.45),75.91(0.00),52.55(0.15),77.42(0.06),50.00(0.00),50239.25(3715.14)
