,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.01, 'epsilon': 0.001, 'gamma': 0.7, 'M': 1000, 'theta1': 0.05, 'theta2': 0.6, 'N': 20}",7870.20(3.63),75.83(0.01),51.97(0.06),76.90(0.05),50.09(0.02),1943.41(108.71)
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.03, 'epsilon': 0.001, 'gamma': 0.7, 'M': 1000, 'theta1': 0.05, 'theta2': 0.6, 'N': 20}",7865.40(3.65),75.84(0.01),51.96(0.08),76.88(0.06),50.11(0.01),4858.85(133.63)
