,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.1, 'epsilon': 0.001, 'gamma': 0.7, 'M': 1000, 'theta1': 0.05, 'theta2': 0.6, 'N': 20}",6824.40(10.95),64.12(0.06),53.24(0.04),67.65(0.02),55.12(0.06),1110.78(38.39)
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.5, 'epsilon': 0.001, 'gamma': 0.7, 'M': 1000, 'theta1': 0.05, 'theta2': 0.6, 'N': 20}",6821.40(8.68),64.13(0.05),53.24(0.03),67.66(0.03),55.12(0.05),4765.80(50.63)
