,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.1, 'epsilon': 0.001, 'gamma': 0.7, 'M': 1000, 'theta1': 0.05, 'theta2': 0.6, 'N': 500}",6001.80(5.54),68.44(0.03),51.59(0.04),65.56(0.03),55.51(0.03),10918.83(72.56)
"{'alpha': 0.5, 'beta': 0.5, 'delta': 0.5, 'epsilon': 0.001, 'gamma': 0.7, 'M': 1000, 'theta1': 0.05, 'theta2': 0.6, 'N': 500}",6003.00(3.54),68.44(0.02),51.63(0.04),65.55(0.04),55.50(0.02),50410.63(6789.89)
