,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 8, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),42.78(0.38)
"{'T': 8, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),45.06(0.54)
"{'T': 8, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),44.62(0.38)
"{'T': 8, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),43.64(0.78)
"{'T': 8, 'gamma': 0.157, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",86.00(0.00),89.06(0.00),nan(nan),nan(nan),50.00(0.00),42.68(0.75)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",86.00(0.00),89.06(0.00),27.86(2.22),7.04(0.19),50.00(0.00),41.80(0.23)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",13.80(0.84),98.24(0.11),93.69(0.03),91.53(0.08),93.91(0.06),42.74(0.53)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",87.00(1.00),88.93(0.13),nan(nan),nan(nan),49.93(0.07),42.01(0.54)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",416.40(4.56),47.02(0.58),16.83(2.22),6.37(0.11),28.44(0.23),42.23(0.24)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",174.60(47.40),77.79(6.03),50.49(1.50),14.50(3.79),54.28(3.37),41.04(0.21)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",90.20(1.10),88.52(0.14),nan(nan),nan(nan),49.70(0.08),42.03(0.11)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",123.00(18.93),84.35(2.41),60.18(4.45),25.21(3.19),65.61(1.37),43.85(2.61)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",303.40(30.66),61.40(3.90),50.03(2.91),14.10(2.89),52.32(3.62),41.32(0.41)
"{'T': 16, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",90.20(1.48),88.52(0.19),nan(nan),nan(nan),49.70(0.11),41.69(0.45)
