,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",8933.00(1292.25),53.03(6.79),51.18(2.54),64.15(1.60),51.62(0.97),6.82(0.96)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",12330.00(0.71),35.17(0.00),nan(nan),nan(nan),50.00(0.00),7.83(0.32)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",9189.20(59.18),51.69(0.31),49.19(0.06),63.23(0.20),49.77(0.07),5.19(0.34)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",9149.00(66.58),51.90(0.35),49.16(0.42),63.22(0.28),49.90(0.32),6.56(0.22)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",12330.80(1.92),35.17(0.01),nan(nan),nan(nan),50.00(0.01),5.94(0.60)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),50.00(0.00),6.48(0.13)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),50.00(0.00),6.33(0.21)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),50.00(0.00),6.01(0.72)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),50.00(0.00),5.65(0.40)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),50.00(0.00),5.95(0.58)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),50.00(0.00),6.30(0.23)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),50.00(0.00),6.16(0.37)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),50.00(0.00),6.07(0.75)
"{'T': 16, 'gamma': 15.0, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),50.00(0.00),5.75(0.40)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",6755.60(20.38),64.48(0.11),48.54(1.43),62.78(1.10),52.07(0.42),6.51(1.16)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",6745.20(22.15),64.54(0.12),48.59(0.88),62.78(0.50),52.05(0.35),5.28(0.14)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",12328.60(1.52),35.18(0.01),nan(nan),nan(nan),50.01(0.01),5.19(0.31)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",9207.20(19.29),51.59(0.10),48.92(0.29),62.83(0.31),49.67(0.26),6.28(0.12)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",9209.00(67.06),51.58(0.35),48.89(0.41),62.78(0.34),49.76(0.34),6.30(0.22)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",12329.20(1.48),35.18(0.01),nan(nan),nan(nan),50.00(0.01),5.39(0.55)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",9656.00(86.55),49.23(0.46),49.84(0.32),63.58(0.38),49.77(0.19),5.45(0.22)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",8850.40(167.29),53.47(0.88),49.60(0.35),63.56(0.37),50.24(0.41),5.95(0.43)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",12329.60(1.52),35.18(0.01),nan(nan),nan(nan),50.00(0.01),5.27(0.25)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",12328.60(2.51),35.18(0.01),nan(nan),nan(nan),50.00(0.01),5.12(0.15)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",12328.40(2.41),35.18(0.01),nan(nan),nan(nan),50.00(0.01),5.65(0.46)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",12329.80(0.45),35.17(0.00),nan(nan),nan(nan),50.00(0.00),5.99(0.55)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",12328.60(2.88),35.18(0.02),nan(nan),nan(nan),50.00(0.01),6.06(0.14)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",12328.20(2.39),35.18(0.01),nan(nan),nan(nan),50.00(0.01),5.68(0.52)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",12329.80(0.45),35.17(0.00),nan(nan),nan(nan),50.00(0.00),5.05(0.15)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",12194.00(178.75),35.89(0.94),nan(nan),nan(nan),50.03(0.16),5.68(0.58)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",12325.00(3.54),35.20(0.02),nan(nan),nan(nan),50.01(0.01),5.97(0.40)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",12330.40(0.55),35.17(0.00),nan(nan),nan(nan),50.00(0.00),5.67(0.48)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",12331.80(0.45),35.16(0.00),nan(nan),nan(nan),50.00(0.00),5.78(0.51)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",12331.80(0.45),35.16(0.00),nan(nan),nan(nan),50.00(0.00),5.26(0.21)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),49.99(0.00),6.12(0.31)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",12331.80(0.45),35.16(0.00),nan(nan),nan(nan),50.00(0.00),5.78(0.53)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",12331.80(0.45),35.16(0.00),nan(nan),nan(nan),50.00(0.00),5.34(0.26)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),49.99(0.00),5.68(0.67)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",12331.80(0.45),35.16(0.00),nan(nan),nan(nan),50.00(0.00),6.16(0.51)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",12331.80(0.45),35.16(0.00),nan(nan),nan(nan),50.00(0.00),5.78(0.72)
"{'T': 16, 'gamma': 15.0, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",12332.00(0.00),35.16(0.00),nan(nan),nan(nan),49.99(0.00),6.20(0.09)
