,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",181.60(6.58),76.90(0.84),98.91(0.08),99.89(0.01),87.35(0.46),40.55(4.30)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",30.00(3.16),96.18(0.40),99.84(0.01),99.99(0.00),97.91(0.22),42.56(1.45)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",719.20(1.30),8.50(0.17),nan(nan),nan(nan),49.12(0.96),38.98(2.57)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",750.60(1.14),4.50(0.15),21.11(2.59),80.67(0.52),24.56(0.80),37.07(2.99)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",625.60(5.77),20.41(0.73),77.14(2.46),94.35(0.47),52.17(0.95),37.87(3.53)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",722.00(0.71),8.14(0.09),nan(nan),nan(nan),47.06(0.52),38.36(1.42)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",633.40(38.67),19.41(4.92),32.83(1.57),84.10(0.77),33.39(3.27),40.61(0.39)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",465.00(22.53),40.84(2.87),64.61(3.53),91.55(1.26),56.83(2.77),38.95(1.27)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",722.00(1.22),8.14(0.16),nan(nan),nan(nan),47.06(0.90),39.16(1.18)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",235.00(8.28),70.10(1.05),98.56(0.09),99.86(0.01),83.64(0.58),39.47(1.26)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",12.80(0.45),98.37(0.06),99.78(0.01),99.98(0.00),99.11(0.03),39.84(0.47)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",720.20(0.45),8.37(0.06),nan(nan),nan(nan),48.38(0.33),38.03(1.94)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",132.20(6.83),83.18(0.87),99.18(0.03),99.92(0.00),90.79(0.48),39.16(0.17)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",28.60(0.55),96.36(0.07),99.84(0.01),99.98(0.00),98.01(0.04),39.01(0.12)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",720.20(0.45),8.37(0.06),nan(nan),nan(nan),48.38(0.33),39.37(0.36)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",750.80(2.28),4.48(0.29),14.87(1.88),79.76(0.38),24.55(1.35),39.54(0.39)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",592.60(9.74),24.61(1.24),75.78(5.59),94.25(1.62),53.81(2.40),39.66(0.31)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",721.60(2.07),8.19(0.26),nan(nan),nan(nan),47.35(1.52),39.52(0.35)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",719.00(0.00),8.52(0.00),nan(nan),nan(nan),49.26(0.00),39.53(0.35)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",719.00(0.00),8.52(0.00),nan(nan),nan(nan),49.26(0.00),40.46(1.27)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",719.00(0.00),8.52(0.00),nan(nan),nan(nan),49.26(0.00),39.29(0.54)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",719.00(0.00),8.52(0.00),nan(nan),nan(nan),49.26(0.00),38.01(2.57)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",719.00(0.00),8.52(0.00),nan(nan),nan(nan),49.26(0.00),39.39(1.04)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",719.00(0.00),8.52(0.00),nan(nan),nan(nan),49.26(0.00),39.10(1.60)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",719.00(0.00),8.52(0.00),nan(nan),nan(nan),49.26(0.00),39.69(1.38)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",719.00(0.00),8.52(0.00),nan(nan),nan(nan),49.26(0.00),38.50(2.91)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.0001, 'beta0': 1, 'beta1': 1, 'beta2': 1}",719.00(0.00),8.52(0.00),nan(nan),nan(nan),49.26(0.00),36.92(3.36)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",181.60(6.58),76.90(0.84),98.91(0.08),99.89(0.01),87.35(0.46),38.59(2.74)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",30.00(3.16),96.18(0.40),99.84(0.01),99.99(0.00),97.91(0.22),40.21(0.93)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",719.20(1.30),8.50(0.17),nan(nan),nan(nan),49.12(0.96),36.03(1.42)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",750.60(1.14),4.50(0.15),21.11(2.59),80.67(0.52),24.56(0.80),37.49(1.79)
"{'T': 8, 'gamma': 0.157, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",625.60(5.77),20.41(0.73),77.14(2.46),94.35(0.47),52.17(0.95),37.22(2.79)
