,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 10.714, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",387.40(1.14),43.86(0.17),57.35(0.61),57.25(0.61),48.89(0.14),0.16(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",387.00(0.71),43.91(0.10),57.24(0.67),57.35(0.57),48.94(0.09),0.16(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",310.60(1.34),54.99(0.19),nan(nan),nan(nan),49.63(0.16),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",377.40(11.17),45.30(1.62),55.12(1.87),53.35(1.07),49.92(1.54),0.16(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",374.40(5.94),45.74(0.86),54.51(1.11),51.99(0.90),49.37(0.70),0.16(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",310.60(2.30),54.99(0.33),nan(nan),nan(nan),49.64(0.32),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",336.00(14.05),51.30(2.04),50.03(2.11),50.01(1.61),50.38(1.94),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",357.80(10.13),48.14(1.47),51.80(1.02),51.05(1.04),49.80(1.12),0.16(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",306.40(0.55),55.59(0.08),nan(nan),nan(nan),50.24(0.09),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",308.00(1.00),55.36(0.14),nan(nan),nan(nan),50.09(0.18),0.16(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",308.40(0.55),55.30(0.08),nan(nan),nan(nan),50.04(0.14),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",308.00(2.00),55.36(0.29),nan(nan),nan(nan),49.95(0.32),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",308.20(0.84),55.33(0.12),nan(nan),nan(nan),50.06(0.16),0.16(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",308.40(0.55),55.30(0.08),nan(nan),nan(nan),50.04(0.10),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",308.00(2.00),55.36(0.29),nan(nan),nan(nan),49.95(0.32),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",305.80(2.59),55.68(0.38),nan(nan),nan(nan),50.52(0.38),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",303.60(1.82),56.00(0.26),nan(nan),nan(nan),50.85(0.30),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",309.00(1.41),55.22(0.20),nan(nan),nan(nan),49.79(0.20),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.20(0.07)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.01)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
"{'T': 16, 'gamma': 10.714, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",307.00(0.00),55.51(0.00),nan(nan),nan(nan),50.00(0.00),0.17(0.00)
