,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",7918.60(28.34),75.68(0.09),50.56(0.62),76.37(0.23),50.00(0.08),45.65(0.20)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",24715.40(0.89),24.10(0.00),nan(nan),nan(nan),50.01(0.00),46.05(0.49)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",8268.00(356.94),74.61(1.10),56.50(6.89),79.79(3.80),51.45(2.12),45.24(0.38)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",7843.80(0.45),75.91(0.00),50.95(0.28),76.48(0.20),50.00(0.00),47.51(1.69)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",24716.20(1.30),24.09(0.00),nan(nan),nan(nan),50.01(0.00),49.70(0.87)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",7845.80(4.66),75.90(0.01),56.76(5.35),79.69(3.45),50.04(0.02),48.93(2.13)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",7845.80(0.45),75.90(0.00),51.00(0.24),76.49(0.18),50.00(0.00),46.48(0.27)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",24716.20(1.30),24.09(0.00),nan(nan),nan(nan),50.01(0.00),47.76(2.87)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",13995.40(65.34),57.02(0.20),50.20(0.22),76.17(0.19),50.07(0.16),47.26(0.72)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",13777.40(99.22),57.69(0.30),50.20(0.29),76.17(0.21),50.10(0.30),46.91(0.27)
"{'T': 16, 'gamma': 1.22, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",24716.20(1.30),24.09(0.00),nan(nan),nan(nan),50.01(0.00),46.05(0.74)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",13922.00(80.21),57.24(0.25),50.13(0.28),76.07(0.12),50.18(0.29),46.26(0.36)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",13777.20(86.56),57.69(0.27),50.08(0.42),76.19(0.30),49.98(0.35),46.91(0.55)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",24716.20(1.64),24.09(0.01),nan(nan),nan(nan),50.00(0.01),47.01(0.63)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",16151.20(26.67),50.40(0.08),49.85(0.32),76.12(0.16),49.89(0.29),47.58(2.28)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",7882.60(24.67),75.79(0.08),50.46(0.51),76.33(0.21),49.99(0.03),50.43(0.63)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",24714.80(1.64),24.10(0.01),nan(nan),nan(nan),50.01(0.00),50.06(0.43)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",11729.40(1399.67),63.98(4.30),50.70(2.76),76.59(1.74),50.18(1.81),50.28(0.26)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",7850.20(2.68),75.89(0.01),50.50(0.16),76.20(0.06),50.00(0.01),50.09(1.02)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",24715.60(1.52),24.09(0.00),nan(nan),nan(nan),50.01(0.00),50.38(0.58)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",7842.40(0.55),75.91(0.00),49.63(0.08),75.85(0.08),50.01(0.00),50.38(0.49)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",7842.00(0.00),75.92(0.00),49.49(0.09),75.76(0.11),50.01(0.00),48.78(1.26)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",24716.80(0.84),24.09(0.00),nan(nan),nan(nan),50.00(0.00),48.11(0.86)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",13966.80(17.88),57.11(0.05),50.23(0.17),76.12(0.09),50.12(0.13),49.39(0.84)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",13777.20(30.80),57.69(0.09),50.12(0.24),76.18(0.21),49.93(0.19),49.11(0.41)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",24716.80(0.84),24.09(0.00),nan(nan),nan(nan),50.00(0.00),47.87(0.87)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",16158.80(42.89),50.37(0.13),49.84(0.31),76.11(0.13),49.91(0.25),49.07(0.39)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",7916.40(21.73),75.69(0.07),50.55(0.63),76.33(0.23),50.00(0.04),49.62(0.29)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",24715.40(0.89),24.10(0.00),nan(nan),nan(nan),50.01(0.00),49.18(0.61)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",8390.60(207.37),74.23(0.64),73.56(0.97),89.40(0.51),64.04(1.01),51.67(3.29)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",7844.40(0.89),75.91(0.00),52.11(0.24),77.07(0.16),50.00(0.00),50.02(0.82)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",24716.20(1.30),24.09(0.00),nan(nan),nan(nan),50.01(0.00),49.49(0.52)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",7840.60(9.07),75.92(0.03),62.61(3.36),84.16(1.82),50.22(0.09),49.25(0.55)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",7846.00(0.00),75.90(0.00),52.09(0.20),77.10(0.14),50.00(0.00),49.33(0.25)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",24716.20(1.30),24.09(0.00),nan(nan),nan(nan),50.01(0.00),49.91(1.12)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",13218.80(57.27),59.40(0.18),50.03(0.35),76.05(0.32),49.85(0.23),49.33(1.21)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",13117.20(33.43),59.71(0.10),50.12(0.07),76.15(0.06),49.89(0.11),50.64(3.27)
"{'T': 16, 'gamma': 1.22, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",24716.60(1.14),24.09(0.00),nan(nan),nan(nan),50.00(0.00),47.20(0.27)
