,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",269.20(0.84),64.95(0.11),nan(nan),nan(nan),49.95(0.16),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",269.60(0.55),64.90(0.07),nan(nan),nan(nan),49.87(0.10),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.99(0.00),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",269.20(0.84),64.95(0.11),nan(nan),nan(nan),49.95(0.16),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",269.60(0.55),64.90(0.07),nan(nan),nan(nan),49.87(0.10),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",269.00(0.00),64.97(0.00),nan(nan),nan(nan),49.99(0.00),0.21(0.04)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",269.20(0.84),64.95(0.11),nan(nan),nan(nan),49.95(0.16),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",269.60(0.55),64.90(0.07),nan(nan),nan(nan),49.87(0.10),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",273.20(3.96),64.43(0.52),45.76(0.30),32.16(0.31),49.65(0.34),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",271.20(1.48),64.69(0.19),45.75(0.38),31.88(0.37),49.73(0.11),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",285.00(22.73),62.89(2.96),49.48(nan),35.48(nan),50.38(0.60),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",369.80(5.76),51.85(0.75),48.11(0.96),34.93(1.01),48.81(0.57),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",369.60(9.79),51.88(1.27),48.21(1.56),35.18(1.12),48.86(1.41),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",272.00(3.67),64.58(0.48),nan(nan),nan(nan),50.07(0.40),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",404.80(10.38),47.29(1.35),53.28(0.59),41.05(0.71),51.05(1.08),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",369.60(24.93),51.88(3.25),47.84(2.29),36.46(1.69),48.27(2.48),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",269.80(1.64),64.87(0.21),nan(nan),nan(nan),50.17(0.25),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",273.20(4.60),64.43(0.60),nan(nan),nan(nan),50.00(0.36),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",273.40(4.16),64.40(0.54),nan(nan),nan(nan),49.96(0.04),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",269.00(1.41),64.97(0.18),nan(nan),nan(nan),50.00(0.23),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",272.40(4.34),64.53(0.56),nan(nan),nan(nan),50.06(0.31),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",274.80(4.44),64.22(0.58),nan(nan),nan(nan),49.87(0.18),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",269.00(1.41),64.97(0.18),nan(nan),nan(nan),50.00(0.23),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",291.00(36.59),62.11(4.76),49.14(nan),35.27(nan),50.31(0.57),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",290.00(37.81),62.24(4.92),50.76(nan),36.14(nan),50.36(0.56),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",269.00(1.58),64.97(0.21),nan(nan),nan(nan),50.06(0.22),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",269.20(0.45),64.95(0.06),nan(nan),nan(nan),49.95(0.08),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",269.20(0.45),64.95(0.06),nan(nan),nan(nan),49.95(0.08),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",269.20(0.45),64.95(0.06),nan(nan),nan(nan),49.95(0.08),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",269.20(0.45),64.95(0.06),nan(nan),nan(nan),49.95(0.08),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",269.20(0.45),64.95(0.06),nan(nan),nan(nan),49.95(0.08),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",269.20(0.45),64.95(0.06),nan(nan),nan(nan),49.95(0.08),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",269.20(0.45),64.95(0.06),nan(nan),nan(nan),49.95(0.08),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",269.20(0.45),64.95(0.06),nan(nan),nan(nan),49.95(0.08),0.17(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",269.20(0.45),64.95(0.06),nan(nan),nan(nan),49.95(0.08),0.17(0.00)
