,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",12331.80(1.10),35.16(0.01),nan(nan),nan(nan),49.99(0.01),4.36(0.04)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",12331.80(1.64),35.16(0.01),nan(nan),nan(nan),50.00(0.01),4.38(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",12331.60(0.89),35.17(0.00),nan(nan),nan(nan),50.00(0.01),4.33(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",12331.80(1.10),35.16(0.01),nan(nan),nan(nan),49.99(0.01),4.36(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",12331.80(1.64),35.16(0.01),nan(nan),nan(nan),50.00(0.01),4.36(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",12331.60(0.89),35.17(0.00),nan(nan),nan(nan),50.00(0.01),4.33(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",12331.80(1.10),35.16(0.01),nan(nan),nan(nan),49.99(0.01),4.37(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",12331.80(1.64),35.16(0.01),nan(nan),nan(nan),50.00(0.01),4.38(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",7039.00(57.69),62.99(0.30),48.35(1.58),62.50(1.55),51.84(0.18),4.30(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",7045.40(3.78),62.96(0.02),48.86(0.23),63.05(0.19),51.85(0.08),4.33(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",12329.80(3.83),35.17(0.02),nan(nan),nan(nan),49.99(0.02),4.34(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",9187.40(37.26),51.70(0.20),49.37(0.13),63.10(0.13),49.97(0.11),4.29(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",9234.00(37.11),51.45(0.20),49.27(0.21),63.04(0.19),49.72(0.19),4.33(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",12328.80(2.95),35.18(0.02),nan(nan),nan(nan),50.00(0.02),4.34(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",9652.20(46.92),49.25(0.25),49.71(0.19),63.29(0.26),49.58(0.20),4.30(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",8939.60(107.25),53.00(0.56),49.63(0.42),63.44(0.37),50.35(0.32),4.33(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",12329.20(1.30),35.18(0.01),nan(nan),nan(nan),50.00(0.01),4.35(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",12328.60(4.83),35.18(0.03),nan(nan),nan(nan),49.96(0.01),4.29(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",12315.20(26.18),35.25(0.14),nan(nan),nan(nan),49.98(0.06),4.32(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",12331.20(1.30),35.17(0.01),nan(nan),nan(nan),49.99(0.01),4.33(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",12320.60(17.70),35.22(0.09),nan(nan),nan(nan),49.97(0.02),4.29(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",12314.00(28.24),35.26(0.15),nan(nan),nan(nan),49.99(0.07),4.33(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",12331.20(1.30),35.17(0.01),nan(nan),nan(nan),49.99(0.01),4.34(0.05)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",11995.00(265.62),36.93(1.40),nan(nan),nan(nan),50.05(0.12),4.29(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",12010.80(221.07),36.85(1.16),nan(nan),nan(nan),50.19(0.19),4.33(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",12330.80(2.95),35.17(0.02),nan(nan),nan(nan),49.99(0.02),4.34(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",12331.60(0.89),35.17(0.00),nan(nan),nan(nan),50.00(0.01),4.32(0.02)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",12331.80(1.10),35.16(0.01),nan(nan),nan(nan),49.99(0.01),4.36(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",12332.00(1.41),35.16(0.01),nan(nan),nan(nan),49.99(0.01),4.36(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",12331.60(0.89),35.17(0.00),nan(nan),nan(nan),50.00(0.01),4.33(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",12331.80(1.10),35.16(0.01),nan(nan),nan(nan),49.99(0.01),4.36(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",12332.00(1.41),35.16(0.01),nan(nan),nan(nan),49.99(0.01),4.33(0.01)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",12331.60(0.89),35.17(0.00),nan(nan),nan(nan),50.00(0.01),4.36(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",12331.80(1.10),35.16(0.01),nan(nan),nan(nan),49.99(0.01),4.35(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",12332.00(1.41),35.16(0.01),nan(nan),nan(nan),49.99(0.01),4.33(0.03)
