,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",37290.80(608.73),63.36(0.60),49.93(0.27),11.16(0.08),50.08(0.18),47.89(0.26)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",11361.40(0.89),88.84(0.00),nan(nan),nan(nan),50.00(0.00),47.73(0.22)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",24572.00(21669.04),75.85(21.29),49.32(0.52),10.96(0.18),49.93(0.21),47.71(0.27)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",11358.00(1.00),88.84(0.00),49.14(0.06),10.97(0.18),50.00(0.00),47.45(0.36)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",11360.20(0.45),88.84(0.00),nan(nan),nan(nan),50.00(0.00),47.76(0.20)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",15044.40(3649.10),85.22(3.59),49.56(0.33),10.99(0.11),49.93(0.09),47.59(0.43)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",11357.80(0.84),88.84(0.00),49.20(0.06),10.99(0.19),50.00(0.00),47.35(0.31)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",11360.20(0.45),88.84(0.00),nan(nan),nan(nan),50.00(0.00),47.69(0.27)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",41195.60(1309.65),59.52(1.29),49.85(0.11),11.15(0.07),49.90(0.10),47.06(0.17)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",40887.00(1550.56),59.82(1.52),49.83(0.21),11.13(0.06),50.01(0.19),46.78(0.28)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",11360.80(0.84),88.84(0.00),nan(nan),nan(nan),50.00(0.00),46.09(0.43)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",11359.00(0.00),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.96(0.36)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",11359.00(0.00),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.87(0.48)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",11359.00(0.00),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.71(0.45)
"{'T': 16, 'gamma': 3.191, 'alpha': 0.0001, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",11359.00(0.00),88.84(0.00),nan(nan),nan(nan),50.00(0.00),45.72(0.31)
