,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",141.20(43.68),59.77(12.44),59.00(12.71),69.62(7.69),55.49(7.76),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",221.40(1.14),36.92(0.32),nan(nan),nan(nan),50.49(0.28),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",114.80(9.86),67.29(2.81),63.74(1.11),71.47(0.84),59.72(3.04),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",110.60(4.39),68.49(1.25),68.38(1.27),74.28(0.86),60.02(1.24),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",222.60(1.14),36.58(0.32),nan(nan),nan(nan),50.43(0.39),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",115.00(5.70),67.24(1.62),64.71(2.36),72.11(1.58),59.53(1.68),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",113.40(6.23),67.69(1.77),67.22(1.43),73.53(1.08),59.82(1.47),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",222.60(1.14),36.58(0.32),nan(nan),nan(nan),50.43(0.39),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",157.40(3.13),55.16(0.89),52.70(0.93),67.08(1.51),51.05(1.20),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",159.20(3.83),54.64(1.09),53.12(2.35),66.82(1.84),50.83(1.24),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",223.20(0.84),36.41(0.24),nan(nan),nan(nan),50.23(0.19),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",155.00(8.75),55.84(2.49),53.39(1.60),67.29(1.24),51.73(2.36),0.10(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",160.20(9.88),54.36(2.82),53.39(1.85),67.76(1.02),50.12(2.86),0.10(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",221.00(1.73),37.04(0.49),nan(nan),nan(nan),50.50(0.50),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",222.80(5.07),36.52(1.44),37.40(0.98),57.09(0.70),42.98(1.51),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",120.00(11.16),65.81(3.18),64.84(3.29),72.69(2.41),58.77(3.76),0.10(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",221.60(1.14),36.87(0.32),nan(nan),nan(nan),50.23(0.25),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",165.00(4.36),52.99(1.24),53.55(1.67),68.89(1.16),53.17(1.46),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",154.40(58.78),56.01(16.75),53.58(16.79),66.16(9.41),52.87(9.90),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",221.80(0.84),36.81(0.24),nan(nan),nan(nan),50.26(0.35),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",108.40(2.07),69.12(0.59),70.00(0.51),76.15(0.40),59.67(0.49),0.10(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",107.80(0.84),69.29(0.24),70.51(0.12),76.63(0.13),59.77(0.37),0.10(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",222.80(0.45),36.52(0.13),nan(nan),nan(nan),50.07(0.25),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",155.40(8.20),55.73(2.34),53.31(1.66),67.32(1.27),51.64(2.22),0.10(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",160.00(9.27),54.42(2.64),53.43(1.60),67.75(0.92),50.09(2.73),0.10(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",222.00(1.58),36.75(0.45),nan(nan),nan(nan),50.35(0.47),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",220.80(5.31),37.09(1.51),37.18(1.23),57.28(0.88),43.81(1.50),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",141.20(43.68),59.77(12.44),59.00(12.70),69.62(7.69),55.49(7.76),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",221.40(1.14),36.92(0.32),nan(nan),nan(nan),50.49(0.28),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",116.40(6.19),66.84(1.76),64.82(1.04),72.11(1.29),59.96(2.39),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",112.40(7.16),67.98(2.04),67.65(1.74),73.82(1.02),60.08(1.75),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",222.60(1.14),36.58(0.32),nan(nan),nan(nan),50.43(0.39),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",116.20(7.36),66.89(2.10),65.60(2.21),72.75(1.90),59.34(1.85),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",114.40(7.02),67.41(2.00),66.79(1.51),73.25(0.98),59.53(1.78),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",222.60(1.14),36.58(0.32),nan(nan),nan(nan),50.43(0.39),0.14(0.04)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",157.20(3.96),55.21(1.13),52.70(1.84),67.19(1.46),51.24(0.94),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",162.00(8.92),53.85(2.54),51.80(2.44),67.20(1.20),50.03(3.05),0.11(0.00)
"{'T': 16, 'gamma': 4.412, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",223.20(0.84),36.41(0.24),nan(nan),nan(nan),50.23(0.19),0.11(0.00)
