,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",272.20(1.64),64.56(0.21),48.13(0.77),34.50(0.41),49.82(0.29),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",272.20(3.56),64.56(0.46),nan(nan),nan(nan),49.93(0.37),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",371.40(9.02),51.64(1.17),47.28(1.07),34.91(0.11),48.13(1.41),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",366.00(6.60),52.34(0.86),48.14(1.56),35.39(0.87),48.94(1.01),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",269.80(2.17),64.87(0.28),nan(nan),nan(nan),50.20(0.34),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",429.60(11.33),44.06(1.47),49.85(0.87),35.79(0.56),49.01(1.02),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",382.40(8.91),50.21(1.16),49.26(0.90),35.70(0.89),49.50(1.35),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",268.80(1.30),65.00(0.17),nan(nan),nan(nan),50.18(0.16),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",320.20(16.77),58.31(2.18),48.93(1.19),37.24(1.07),50.44(0.86),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",318.20(15.22),58.57(1.98),47.75(0.60),35.81(0.83),49.76(0.94),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",268.00(2.55),65.10(0.33),nan(nan),nan(nan),50.24(0.39),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",316.00(17.18),58.85(2.24),48.25(0.62),36.31(0.72),50.38(0.99),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",316.20(12.19),58.83(1.59),47.09(1.06),35.64(0.91),49.80(1.01),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",268.00(2.55),65.10(0.33),nan(nan),nan(nan),50.24(0.39),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",366.20(4.49),52.32(0.59),48.31(0.71),35.06(0.98),49.46(0.94),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",372.00(10.20),51.56(1.33),48.43(1.94),35.50(1.39),48.62(1.65),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",266.80(1.10),65.26(0.14),nan(nan),nan(nan),50.40(0.13),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",268.00(0.71),65.10(0.09),nan(nan),nan(nan),50.07(0.10),0.18(0.00)
"{'T': 8, 'gamma': 18.75, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",268.20(0.84),65.08(0.11),nan(nan),nan(nan),50.03(0.13),0.18(0.00)
