,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",519.20(78.56),58.23(6.32),48.02(0.70),73.95(0.39),49.57(1.24),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",942.60(0.55),24.17(0.04),nan(nan),nan(nan),50.14(0.11),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",320.20(15.93),74.24(1.28),49.06(1.41),74.06(1.10),50.21(0.19),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",303.00(2.00),75.62(0.16),47.29(0.44),72.50(0.17),50.23(0.09),0.36(0.05)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",944.00(0.71),24.05(0.06),nan(nan),nan(nan),50.11(0.09),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",305.00(8.97),75.46(0.72),48.65(1.46),73.84(0.98),50.69(0.38),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",303.40(1.14),75.59(0.09),47.43(0.53),72.68(0.20),50.31(0.09),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",944.00(0.71),24.05(0.06),nan(nan),nan(nan),50.11(0.09),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",533.60(18.81),57.07(1.51),50.98(2.35),75.95(1.32),51.16(1.97),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",537.00(13.25),56.80(1.07),50.27(2.18),75.64(1.30),50.86(1.77),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",942.60(1.82),24.17(0.15),nan(nan),nan(nan),50.23(0.10),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",538.80(9.58),56.65(0.77),50.65(0.91),75.51(0.64),51.09(0.75),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",538.00(28.52),56.72(2.29),50.36(1.29),75.38(0.65),51.11(1.78),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",941.60(2.30),24.25(0.19),nan(nan),nan(nan),50.15(0.19),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",722.20(18.82),41.90(1.51),51.30(0.45),76.11(0.28),50.19(0.78),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",509.80(78.87),58.99(6.35),47.90(0.78),73.79(0.39),49.37(1.06),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",945.00(1.41),23.97(0.11),nan(nan),nan(nan),49.83(0.19),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",631.00(8.49),49.24(0.68),49.49(1.24),74.80(0.45),49.75(1.15),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",799.20(154.86),35.70(12.46),50.28(1.62),75.80(1.12),50.12(0.32),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",942.60(1.14),24.17(0.09),nan(nan),nan(nan),50.07(0.06),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",300.60(0.89),75.82(0.07),46.36(0.41),72.42(0.19),49.87(0.12),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",301.00(0.00),75.78(0.00),46.37(0.19),72.42(0.10),49.83(0.05),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",942.20(1.30),24.20(0.10),nan(nan),nan(nan),50.14(0.09),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",535.80(10.85),56.89(0.87),50.78(0.97),75.57(0.67),51.39(0.73),0.33(0.03)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",542.20(28.91),56.38(2.33),50.12(1.28),75.26(0.65),50.66(1.86),0.35(0.05)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",943.20(1.92),24.12(0.15),nan(nan),nan(nan),50.06(0.16),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",727.80(15.16),41.45(1.22),50.80(0.55),75.71(0.34),49.61(0.83),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",518.40(79.38),58.29(6.39),48.00(0.72),73.94(0.39),49.57(1.27),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",942.60(0.55),24.17(0.04),nan(nan),nan(nan),50.14(0.11),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",343.60(13.32),72.36(1.07),49.60(1.38),73.95(0.94),51.55(1.38),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",316.80(7.33),74.51(0.59),48.55(0.41),73.21(0.15),50.83(0.54),0.32(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",943.80(0.84),24.07(0.07),nan(nan),nan(nan),50.12(0.10),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",321.20(18.07),74.16(1.45),50.07(1.00),74.08(0.55),51.90(0.84),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",312.40(8.53),74.87(0.69),48.66(0.25),73.33(0.13),50.83(0.47),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",943.80(0.84),24.07(0.07),nan(nan),nan(nan),50.12(0.10),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",495.40(5.94),60.14(0.48),49.85(0.96),74.96(1.01),51.06(0.61),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",496.80(10.38),60.03(0.83),49.76(1.11),74.88(0.54),50.92(1.37),0.33(0.00)
"{'T': 16, 'gamma': 7.143, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",942.60(1.82),24.17(0.15),nan(nan),nan(nan),50.23(0.10),0.33(0.00)
