,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",1576.00(4.90),50.69(0.15),50.47(0.04),52.12(0.07),50.45(0.17),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",1670.20(1.48),47.74(0.05),nan(nan),nan(nan),49.96(0.05),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",1611.40(21.76),49.58(0.68),48.95(0.45),50.76(0.29),49.68(0.69),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",1543.00(18.85),51.72(0.59),51.25(0.31),52.84(0.34),51.46(0.63),1.00(0.05)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",1668.40(1.95),47.80(0.06),nan(nan),nan(nan),50.01(0.06),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",1601.60(6.43),49.89(0.20),49.96(0.30),51.67(0.31),50.02(0.21),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",1666.20(1.30),47.87(0.04),51.46(0.35),53.63(0.16),50.08(0.04),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",1668.20(1.10),47.80(0.03),nan(nan),nan(nan),50.02(0.03),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",1557.40(11.76),51.27(0.37),48.45(0.34),51.42(0.30),49.60(0.31),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",1554.40(5.59),51.36(0.18),48.45(0.15),51.35(0.16),49.64(0.15),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",1667.60(0.55),47.82(0.02),nan(nan),nan(nan),50.04(0.02),1.00(0.07)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",1575.00(5.10),50.72(0.16),50.52(0.05),52.21(0.13),50.48(0.15),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",1578.00(6.16),50.63(0.19),50.54(0.02),52.26(0.10),50.39(0.18),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",1667.60(0.55),47.82(0.02),nan(nan),nan(nan),50.04(0.02),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",1602.20(16.10),49.87(0.50),49.72(0.21),51.50(0.21),49.93(0.40),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",1552.20(28.25),51.43(0.88),51.23(0.35),52.78(0.18),51.24(0.91),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",1666.60(0.55),47.85(0.02),nan(nan),nan(nan),50.07(0.02),1.00(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.98(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.98(0.01)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.98(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.98(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.98(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),1.01(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 0.01, 'beta0': 1, 'beta1': 1, 'beta2': 1}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",1577.20(5.07),50.65(0.16),50.47(0.05),52.08(0.08),50.41(0.16),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",1576.00(4.90),50.69(0.15),50.47(0.04),52.12(0.07),50.45(0.17),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",1670.20(1.48),47.74(0.05),nan(nan),nan(nan),49.96(0.05),0.97(0.01)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",1611.40(21.76),49.58(0.68),48.95(0.45),50.76(0.29),49.68(0.69),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",1543.00(18.85),51.72(0.59),51.25(0.31),52.84(0.34),51.46(0.63),1.00(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",1668.40(1.95),47.80(0.06),nan(nan),nan(nan),50.01(0.06),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",1601.80(6.69),49.88(0.21),49.95(0.30),51.67(0.31),50.02(0.22),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",1666.20(1.30),47.87(0.04),51.46(0.35),53.63(0.16),50.08(0.04),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",1668.20(1.10),47.80(0.03),nan(nan),nan(nan),50.02(0.03),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",1557.60(11.61),51.26(0.36),48.45(0.34),51.42(0.30),49.59(0.30),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",1554.40(5.59),51.36(0.18),48.45(0.15),51.36(0.16),49.64(0.15),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",1667.60(0.55),47.82(0.02),nan(nan),nan(nan),50.04(0.02),1.00(0.07)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",1577.60(4.83),50.64(0.15),50.52(0.05),52.21(0.12),50.40(0.14),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.01}",1578.40(2.07),50.61(0.06),50.53(0.03),52.25(0.09),50.38(0.08),0.96(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 1}",1667.60(0.55),47.82(0.02),nan(nan),nan(nan),50.04(0.02),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.0001}",1604.40(15.24),49.80(0.48),49.72(0.29),51.54(0.26),49.86(0.42),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 0.01}",1553.20(23.56),51.40(0.74),51.25(0.38),52.82(0.20),51.19(0.76),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 0.01, 'beta1': 1, 'beta2': 1}",1666.60(0.55),47.85(0.02),nan(nan),nan(nan),50.07(0.02),1.00(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.0001}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 0.01}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.0001, 'beta2': 1}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.98(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.0001}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 0.01}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 0.01, 'beta2': 1}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.0001}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),1.01(0.08)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 0.01}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 8, 'gamma': 1, 'alpha': 1, 'beta0': 1, 'beta1': 1, 'beta2': 1}",1669.00(0.00),47.78(0.00),nan(nan),nan(nan),50.00(0.00),0.97(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.0001}",1577.00(5.34),50.66(0.17),50.47(0.05),52.08(0.08),50.42(0.17),0.96(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 0.01}",1575.80(4.82),50.69(0.15),50.47(0.04),52.12(0.08),50.46(0.16),0.96(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.0001, 'beta2': 1}",1669.60(1.14),47.76(0.04),nan(nan),nan(nan),49.97(0.04),0.97(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.0001}",1612.00(21.13),49.56(0.66),48.90(0.45),50.70(0.29),49.65(0.68),0.97(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 0.01}",1541.80(16.50),51.76(0.52),51.25(0.30),52.85(0.34),51.50(0.55),1.00(0.08)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 0.01, 'beta2': 1}",1668.00(1.58),47.81(0.05),nan(nan),nan(nan),50.02(0.05),0.97(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.0001}",1597.80(8.14),50.01(0.25),49.75(0.24),51.79(0.14),50.15(0.26),0.97(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 0.01}",1667.60(1.67),47.82(0.05),51.44(0.62),53.69(0.51),50.03(0.05),0.97(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.0001, 'beta1': 1, 'beta2': 1}",1668.20(1.10),47.80(0.03),nan(nan),nan(nan),50.02(0.03),0.97(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.0001}",1556.80(7.12),51.29(0.22),48.30(0.27),51.13(0.14),49.60(0.17),0.96(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 0.01}",1554.20(4.97),51.37(0.16),48.20(0.12),50.88(0.24),49.65(0.15),1.00(0.07)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.0001, 'beta2': 1}",1667.60(0.55),47.82(0.02),nan(nan),nan(nan),50.04(0.02),0.97(0.00)
"{'T': 16, 'gamma': 1, 'alpha': 0.0001, 'beta0': 0.01, 'beta1': 0.01, 'beta2': 0.0001}",1575.60(4.04),50.70(0.13),50.46(0.05),52.22(0.10),50.46(0.12),0.97(0.00)
