,Num. Errors,Accuracy,AUROC,AUPRC,Bal. Accuracy,Time
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.01, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.01, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.01, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.1, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.1, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.1, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.3, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.3, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.3, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.5, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.5, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.5, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.7, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.7, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.7, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.9, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.9, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 0.9, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 1, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 1, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.0001, 'B': 1, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.01, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.01, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.01, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.1, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.1, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.1, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.3, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.3, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.3, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.5, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.5, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.5, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.7, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.7, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.7, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.9, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.9, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 0.9, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 1, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 1, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 0.01, 'B': 1, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.01, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.01, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.01, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.1, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.1, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.1, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.3, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.3, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.3, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.5, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.5, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.5, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.7, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.7, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.7, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.9, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.9, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 0.9, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 1, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 1, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.0001, 'C_bar': 1, 'B': 1, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.01, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.01, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.01, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.1, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.1, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.1, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.3, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.3, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.3, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.5, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.5, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.5, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.7, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.7, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.7, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.9, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.9, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 0.9, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 1, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 1, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.0001, 'B': 1, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.01, 'B': 0.01, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.01, 'B': 0.01, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.01, 'B': 0.01, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.01, 'B': 0.1, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.01, 'B': 0.1, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.01, 'B': 0.1, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.01, 'B': 0.3, 'reg': 0.0001, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.01, 'B': 0.3, 'reg': 0.01, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
"{'C': 0.01, 'C_bar': 0.01, 'B': 0.3, 'reg': 1, 'n_feat0': 33}",nan,nan,nan,nan,nan,nan
